words,counts
lipoprotein measurement free,1
melanoma non-melanoma skin,1
age menopause reticulocyte,1
percentrage age menopause,1
fat percentrage age,1
body fat percentrage,1
creatinine measurement body,1
measurement creatinine measurement,1
pressure measurement creatinine,1
thickness intraocular pressure,1
cortical thickness intraocular,1
hemoglobin cortical thickness,1
corpuscular hemoglobin cortical,1
cancer corpuscular hemoglobin,1
width cancer corpuscular,1
distribution width cancer,1
melanoma platelet component,1
cutaneous melanoma platelet,1
melanoma cutaneous melanoma,1
volume melanoma cutaneous,1
corpuscular volume melanoma,1
menopause reticulocyte measuremnt,1
reticulocyte measuremnt glomerular,1
measuremnt glomerular filtration,1
mitochondrial metalloprotease protein,1
family share ATPase,1
protein family share,1
Members protein family,1
family Members protein,1
AAA family Members,1
member AAA family,1
protein member AAA,1
metalloprotease protein member,1
Encodes mitochondrial metalloprotease,1
pressure hemoglobin emasuremnt,1
schizophrenia Encodes mitochondrial,1
pressure schizophrenia Encodes,1
blood pressure schizophrenia,1
thickness bone density,1
cortical thickness bone,1
area measurement cortical,1
emasuremnt cortical surface,1
hemoglobin emasuremnt cortical,1
skin carcinoma body,1
cutaneous melanoma non-melanoma,1
onset asthma autoimmune,1
count cutaneous melanoma,1
measurement mental developmental,1
consumption measurement mental,1
trauma measurement alcohol,1
childhood trauma measurement,1
volume childhood trauma,1
platelet volume childhood,1
Mean platelet volume,1
phenotypes Mean platelet,1
] phenotypes Mean,1
recurrent ] phenotypes,1
benign recurrent ],1
Vertigo benign recurrent,1
[ Vertigo benign,1
Anomalies [ Vertigo,1
Skeletal Anomalies [,1
brain Neurodevelopmental Disorder,1
connections brain Neurodevelopmental,1
cell-cell connections brain,1
specific cell-cell connections,1
mental developmental measurement,1
developmental measurement protein,1
measurement protein complementation,1
Group A ],1
Nevus count cutaneous,1
phenotypes Nevus count,1
Syndrome phenotypes Nevus,1
Interruption Syndrome phenotypes,1
Stalk Interruption Syndrome,1
Pituitary Stalk Interruption,1
] Pituitary Stalk,1
A ] Pituitary,1
Complementation Group A,1
protein complementation group,1
Anemia Complementation Group,1
Fanconi Anemia Complementation,1
[ Fanconi Anemia,1
group [ Fanconi,1
FANC group [,1
A FANC group,1
group A FANC,1
complementation group A,1
share ATPase domain,1
ATPase domain roles,1
domain roles diverse,1
roles diverse cellular,1
height schizophrenia intelligence,1
body height schizophrenia,1
measurement measurement body,1
cholesterol measurement blood,1
II Phenotypes Low,1
polymerase II Phenotypes,1
regulation RNA polymerase,1
negative regulation RNA,1
myeloma DNA-binding transcription,1
multiple myeloma DNA-binding,1
measurement multiple myeloma,1
change measurement multiple,1
accretion measurement systolic,1
mineral accretion measurement,1
bone mineral accretion,1
disorder BMI-adjusted waist,1
factor measurement bipolar,1
circumference vascular endothelial,1
hip circumference vascular,1
schizophrenia intelligence intraocular,1
intelligence intraocular pressure,1
pressure measurement autism,1
Diseases Kenny-Caffey Syndrome,1
measurement intermediate density,1
cholesterol measurement intermediate,1
very low density,1
measurement very low,1
cholesterol measurement very,1
phenotypes Low density,1
Syndrome phenotypes Low,1
Kenny-Caffey Syndrome phenotypes,1
II Diseases Kenny-Caffey,1
spectrum disorder response,1
polymerase II Diseases,1
transcription RNA polymerase,1
regulation transcription RNA,1
negative regulation transcription,1
area measurement DNA-binding,1
bronchodilator cortical surface,1
response bronchodilator cortical,1
disorder response bronchodilator,1
initiation bone mineral,1
mellitus initiation bone,1
diabetes mellitus initiation,1
protein folding proteolysis,1
Sclerosis phenotypes Cutaneous,1
Lateral Sclerosis phenotypes,1
] Lateral Sclerosis,1
Recessive ] Lateral,1
Autosomal Recessive ],1
[ Spastic Paraplegia,1
proteolysis [ Spastic,1
folding proteolysis [,1
biogenesis protein folding,1
Cutaneous mealona blood,1
organelle biogenesis protein,1
motility organelle biogenesis,1
intracellular motility organelle,1
trafficking intracellular motility,1
membrane trafficking intracellular,1
processes membrane trafficking,1
cellular processes membrane,1
diverse cellular processes,1
phenotypes Cutaneous mealona,1
mealona blood protein,1
pressure measurement type,1
measurement low density,1
rate pulse pressure,1
filtration rate pulse,1
protein measurement glomerular,1
dickkopf-related protein measurement,1
measurement dickkopf-related protein,1
creatinine measurement dickkopf-related,1
distribution creatinine measurement,1
fat distribution creatinine,1
behavior measurement low,1
protein measurement non-melanoma,1
measurement attention deficit,1
status measurement attention,1
volume status measurement,1
corpuscular volume status,1
mass mean corpuscular,1
melanoma cancer body,1
carcinoma melanoma cancer,1
skin carcinoma melanoma,1
function specific cell-cell,1
establishment function specific,1
role establishment function,1
pressure body mass,1
measurement polyp colon,1
density measurement polyp,1
cell density measurement,1
blood cell density,1
measurement red blood,1
cholesterol measurement red,1
drinking low density,1
alcohol drinking low,1
volume coronary artery,1
corpuscular volume coronary,1
C measurement mean,1
Cystatin C measurement,1
Phenotypes Cystatin C,1
Deficiency Phenotypes Cystatin,1
Trifunctional Protein Deficiency,1
Mitochondrial Trifunctional Protein,1
] Mitochondrial Trifunctional,1
Type ] Mitochondrial,1
Nuclear Type ],1
polyp colon esophageal,1
colon esophageal carcinoma,1
esophageal carcinoma systolic,1
Graves disease body,1
arterial pressure mean,1
hemoglobin measurement mean,1
cancer hemoglobin measurement,1
colorectal cancer hemoglobin,1
ratio colorectal cancer,1
waist-hip ratio colorectal,1
fibrillation BMI-adjusted waist-hip,1
atrial fibrillation BMI-adjusted,1
measurement Graves disease,1
pressure alcohol consumption,1
pressure measurement Graves,1
pulmonary disease pulse,1
count chronic obstructive,1
platelet count chronic,1
infarction platelet count,1
myocardial infarction platelet,1
measurement myocardial infarction,1
consumption measurement myocardial,1
deficiency Nuclear Type,1
Complex deficiency Nuclear,1
Mitochondrial Complex deficiency,1
breast carcinoma squamous,1
enzymes ACADs beta-oxidation,1
family enzymes ACADs,1
dehydrogenase family enzymes,1
acyl-CoA dehydrogenase family,1
member acyl-CoA dehydrogenase,1
Encodes member acyl-CoA,1
adenocarcinoma Encodes member,1
lung carcinoma lung,1
breastcancer ovarian endometrioid,1
beta-oxidation fatty acids,1
negative breastcancer ovarian,1
estrogen-receptor negative breastcancer,1
disease lung carcinoma,1
arterial disease lung,1
pressure measurement peripheral,1
hepatitis intraocular pressure,1
autoimmune hepatitis intraocular,1
asthma autoimmune hepatitis,1
ACADs beta-oxidation fatty,1
fatty acids mitochondria,1
[ Mitochondrial Complex,1
catalytic domain central,1
Diseases [ Mitochondrial,1
C-terminus Diseases [,1
domain C-terminus Diseases,1
ACAD domain C-terminus,1
conserved ACAD domain,1
region conserved ACAD,1
central region conserved,1
domain central region,1
protein catalytic domain,1
acids mitochondria enzymes,1
serine/threonine protein catalytic,1
portion serine/threonine protein,1
N-terminal portion serine/threonine,1
domain N-terminal portion,1
domain domain N-terminal,1
hydrolase domain domain,1
enzymes hydrolase domain,1
mitochondria enzymes hydrolase,1
pressure mean arterial,1
mass index glomerular,1
critical role establishment,1
index glomerular filtration,1
blood pressure Hodgkin,1
eosinophil count systolic,1
height eosinophil count,1
body height eosinophil,1
scoliosis body height,1
idiopathic scoliosis body,1
Adolescent idiopathic scoliosis,1
phenotypes Adolescent idiopathic,1
Colitis phenotypes Adolescent,1
Colitis Colitis phenotypes,1
Ulcerative Colitis Colitis,1
process Ulcerative Colitis,1
biosynthetic process Ulcerative,1
acid biosynthetic process,1
fatty acid biosynthetic,1
process fatty acid,1
metabolic process fatty,1
acyl-CoA metabolic process,1
activity acyl-CoA metabolic,1
pressure Hodgkin lymphoma,1
Hodgkin lymphoma glomerular,1
lymphoma glomerular filtration,1
measurement establishment maintenance,1
likely critical role,1
most likely critical,1
adhesion most likely,1
cell adhesion most,1
cadherin-like cell adhesion,1
Neural cadherin-like cell,1
BMI Neural cadherin-like,1
pressure BMI Neural,1
T measurement establishment,1
filtration rate creatinine,1
diet measurement Encodes,1
schizophrenia diet measurement,1
disease schizophrenia diet,1
arterial disease schizophrenia,1
T measurement peripheral,1
measurement cardiac troponin,1
creatinine measurement cardiac,1
rate creatinine measurement,1
ligase activity acyl-CoA,1
butyrate-CoA ligase activity,1
Enables butyrate-CoA ligase,1
disease hypothyroidism autoimmune,1
molybdenum measurement DNA-binding,1
blood molybdenum measurement,1
stroke blood molybdenum,1
disease stroke blood,1
s disease stroke,1
disease Crohn ’,1
autoimmune disease Crohn,1
hypothyroidism autoimmune disease,1
bowel disease hypothyroidism,1
transcription NDA template,1
degeneration inflammatory bowel,1
macular degeneration inflammatory,1
degeneration macular degeneration,1
macular degeneration macular,1
degeneration age-related macular,1
macular degeneration age-related,1
rate atrophic macular,1
filtration rate atrophic,1
regulation transcription NDA,1
NDA template Phenotypes,1
measurement Enables butyrate-CoA,1
regulation transcription DNA,1
microbiome measurement Enables,1
gout glycerol-3-phosphate dehydrogenase,1
leukemia gout glycerol-3-phosphate,1
myeloid leukemia gout,1
Acute myeloid leukemia,1
Phenotypes Acute myeloid,1
DNA Phenotypes Acute,1
transcription DNA Phenotypes,1
thickness DNA-binding transcription,1
template Phenotypes Type,1
media thickness DNA-binding,1
neoplasm carotid artery,1
endometrial neoplasm carotid,1
cancer endometrial neoplasm,1
colorectal cancer endometrial,1
mellitus colorectal cancer,1
diabetes mellitus colorectal,1
Phenotypes Type diabetes,1
Diseases [ Erythrocytosis,1
product originally antigen,1
circumference Encodes subunit,1
encodes protein similar,1
tract neoplasm encodes,1
disorder upper aerodigestive,1
conduct disorder upper,1
measurement conduct disorder,1
IGF-1 measurement conduct,1
carcinoma IGF-1 measurement,1
cervical carcinoma IGF-1,1
HbA1c measurement cervical,1
measurement HbA1c measurement,1
triglyceride measurement HbA1c,1
Phenotypes triglyceride measurement,1
Diabetes Phenotypes triglyceride,1
Deficiency Diabetes Phenotypes,1
Biotin Deficiency Diabetes,1
Diseases Biotin Deficiency,1
isoforms Diseases Biotin,1
ACC-beta isoforms Diseases,1
prescence ACC-beta isoforms,1
evidence prescence ACC-beta,1
neoplasm encodes protein,1
protein similar other,1
heart rate bone,1
similar other Ufm1-specific,1
Phenotypes sex hormone-binding,1
Dysplasia Phenotypes sex,1
Hip Dysplasia Phenotypes,1
Beukes Hip Dysplasia,1
Diseases Beukes Hip,1
form Diseases Beukes,1
active form Diseases,1
also active form,1
complexes also active,1
bound complexes also,1
modifier bound complexes,1
ubiquitin-fold modifier bound,1
Ufm1 ubiquitin-fold modifier,1
Ufsp1 Ufm1 ubiquitin-fold,1
mouse Ufsp1 Ufm1,1
Studies mouse Ufsp1,1
proteases Studies mouse,1
Ufm1-specific proteases Studies,1
other Ufm1-specific proteases,1
mitochondria evidence prescence,1
oxidation mitochondria evidence,1
uptake oxidation mitochondria,1
acid uptake oxidation,1
Episodic Pain Syndrome,1
Disease Episodic Pain,1
neuropathy Disease Episodic,1
peripheral neuropathy Disease,1
pain peripheral neuropathy,1
onset pain peripheral,1
May onset pain,1
lukemia May onset,1
myeloid lukemia May,1
acute myeloid lukemia,1
density acute myeloid,1
bone density acute,1
fertility bone density,1
female fertility bone,1
bipolar female fertility,1
ratio bipolar female,1
waist-hip ratio bipolar,1
disorder BMI-adjusted waist-hip,1
endometeroisis bipolar disorder,1
Pain Syndrome Familial,1
Syndrome Familial Sodium,1
Familial Sodium Channelopathy-Related,1
sinus syndrome supraventricular,1
fatty acid uptake,1
regualtion fatty acid,1
May regualtion fatty,1
erythematosus May regualtion,1
lupus erythematosus May,1
ectopy systemic lupus,1
supraventricular ectopy systemic,1
syndrome supraventricular ectopy,1
fibrillation Familial sick,1
Sodium Channelopathy-Related Small,1
atrial fibrillation Familial,1
syndrome atrial fibrillation,1
Brugada syndrome atrial,1
Phenotypes Brugada syndrome,1
Neuropathy Phenotypes Brugada,1
Fiber Neuropathy Phenotypes,1
Small Fiber Neuropathy,1
Channelopathy-Related Small Fiber,1
globulin measurement heart,1
rate bone mineral,1
cholesterol measurement waist-hip,1
eosinophilic esophagitis systemic,1
myocardial infarction eosinophilic,1
microsomia myocardial infarction,1
obsolete_hemifacial microsomia myocardial,1
lip obsolete_hemifacial microsomia,1
cleft lip obsolete_hemifacial,1
leukemia Cleft palate,1
myeloid leukemia Cleft,1
mellitus acute myeloid,1
diabetes mellitus acute,1
cholelithiasis type diabetes,1
capacity cholelithiasis type,1
vital capacity cholelithiasis,1
albuminuria vital capacity,1
Moderate albuminuria vital,1
disease Moderate albuminuria,1
artery disease Moderate,1
hemoglobin coronary artery,1
corpuscular hemoglobin coronary,1
urolithiasis mean corpuscular,1
infarction eosinophilic esophagitis,1
esophagitis systemic lupus,1
mineral density RR,1
lupus erythematosus xerostomia,1
body weight total,1
circumference LDL cholesterol,1
hip circumference LDL,1
BMI-adjsuted waist circumference,1
height BMI-adjsuted waist,1
body height BMI-adjsuted,1
acids phenotypes body,1
basic amino acids,1
paired basic amino,1
cleavage paired basic,1
proproteins cleavage paired,1
various proproteins cleavage,1
processes various proproteins,1
measurement processes various,1
microbiome measurement processes,1
Strabismus central role,1
Phenotypes Strabismus central,1
xerostomia polymer subunits,1
erythematosus xerostomia polymer,1
disease urolithiasis mean,1
kidney disease urolithiasis,1
count chronic kidney,1
erythrocyte count chronic,1
encodes PDZ-domain-containing protein,1
microbleeds encodes PDZ-domain-containing,1
cerebral microbleeds encodes,1
disoprder Enables binding,1
bipolar disoprder Enables,1
cancer bipolar disoprder,1
oropharynx cancer bipolar,1
infection oropharynx cancer,1
virus infection oropharynx,1
papilloma virus infection,1
human papilloma virus,1
electrocardiography human papilloma,1
measurement electrocardiography human,1
inhibitor measurement electrocardiography,1
activator inhibitor measurement,1
plasminogen activator inhibitor,1
interval plasminogen activator,1
RR interval plasminogen,1
density RR interval,1
PDZ-domain-containing protein family,1
protein family Shroom-related,1
family Shroom-related proteins,1
nuerolation Diseases Anencephaly,1
hematocrit erythrocyte count,1
rate hematocrit erythrocyte,1
filtration rate hematocrit,1
Defects Phenotypes glomerular,1
Tube Defects Phenotypes,1
Neural Tube Defects,1
Anencephaly Neural Tube,1
Diseases Anencephaly Neural,1
proper nuerolation Diseases,1
Shroom-related proteins cell,1
mice proper nuerolation,1
gene mice proper,1
Similar gene mice,1
tissues Similar gene,1
certain tissues Similar,1
shape certain tissues,1
cell shape certain,1
proteins cell shape,1
circumference endometeroisis bipolar,1
hip circumference endometeroisis,1
BMI hip bone,1
electrocardiography PR interval,1
heart rate electrocardiography,1
Myopathy Phenotypes heart,1
Salih Myopathy Phenotypes,1
Failure Salih Myopathy,1
Respiratory Failure Salih,1
Early Respiratory Failure,1
Myofibrillar Early Respiratory,1
Myopathy Myofibrillar Early,1
Diseases Myopathy Myofibrillar,1
A-band Diseases Myopathy,1
C-Terminal A-band Diseases,1
I-band C-Terminal A-band,1
N-terminal I-band C-Terminal,1
reigions N-terminal I-band,1
muscle reigions N-terminal,1
striated muscle reigions,1
protein striated muscle,1
abundant protein striated,1
large abundant protein,1
rate electrocardiography PR,1
interval atrial fibrillation,1
ADHD BMI hip,1
atrial fibrillation ventricular,1
mellitus Familial sick,1
diabetes mellitus Familial,1
interval type diabetes,1
QT interval type,1
capacity QT interval,1
vital capacity QT,1
leukemia vital capacity,1
myeloid leukemia vital,1
exercise acute myeloid,1
post exercise acute,1
ventricular mass heart,1
pressure ventricular mass,1
blood pressure ventricular,1
cardiomyopathy diastolic blood,1
measurement cardiomyopathy diastolic,1
function measurement cardiomyopathy,1
measurement heart function,1
fraction measurement heart,1
fibrillation ventricular ejection,1
Encodes large abundant,1
dependence Encodes large,1
alcohol dependence Encodes,1
mellitus alcohol dependence,1
tissues Diseases corneal,1
connective tissues Diseases,1
most connective tissues,1
collagen most connective,1
filament collagen most,1
beaded filament collagen,1
Encodes beaded filament,1
disorder Encodes beaded,1
bipolar disorder Encodes,1
interaction measurement bipolar,1
schizophrenia sex interaction,1
depression schizophrenia sex,1
unipolar depression schizophrenia,1
triacylglycerol measurement unipolar,1
aneurysm triacylglycerol measurement,1
brain aneurysm triacylglycerol,1
thickness brain aneurysm,1
media thickness brain,1
erythematosus carotid artery,1
resistance factor corneal,1
factor corneal hysteresis,1
corneal hysteresis central,1
unipolar depression geographic,1
diabetes mellitus alcohol,1
erythematosus type diabetes,1
lupus erythematosus type,1
growth systemic lupus,1
lesion growth systemic,1
atrophy lesion growth,1
geographic atrophy lesion,1
depression geographic atrophy,1
ratio unipolar depression,1
hysteresis central corneal,1
waist-hip ratio unipolar,1
Keratoconus BMI-adjusted waist,1
mass Keratoconus BMI-adjusted,1
lean mass Keratoconus,1
index appendicular lean,1
mass index appendicular,1
thickness body height,1
corneal thickness body,1
sinus syndrome systolic,1
syndrome systolic blood,1
blood pressure executive,1
aplastic anemia asthma,1
spectrin repeat protein,1
Encodes spectrin repeat,1
measurement Encodes spectrin,1
infection measurement Encodes,1
B infection measurement,1
susceptibility B infection,1
mellitus susceptibility B,1
diabetes mellitus susceptibility,1
skin carcinoma type,1
IgG measurement cervical,1
virus IgG measurement,1
Anti-rubella virus IgG,1
circumference Anti-rubella virus,1
hip circumference Anti-rubella,1
asthma BMI-adjusted hip,1
atopic asthma BMI-adjusted,1
height atopic asthma,1
body height atopic,1
asthma body height,1
repeat protein skeletal,1
protein skeletal smooth,1
skeletal smooth muscles,1
spinocerebellar ataxia Phenotypes,1
weight ADHD BMI,1
body weight ADHD,1
fracture appendicular lean,1
bone fracture appendicular,1
carcinoma bone fracture,1
fibroid body height,1
uterine fibroid body,1
ataxia Phenotypes uterine,1
recessive spinocerebellar ataxia,1
smooth muscles peripheral,1
autosomal recessive spinocerebellar,1
Diseaes autosomal recessive,1
membrane Diseaes autosomal,1
nuclear membrane Diseaes,1
lymphocytes nuclear membrane,1
blood lymphocytes nuclear,1
peripheral blood lymphocytes,1
muscles peripheral blood,1
anemia asthma body,1
glomerulonephritis severe aplastic,1
pressure executive function,1
IGA glomerulonephritis severe,1
artery calcification longitudinal,1
interaction measurement coronary,1
ratio sex interaction,1
waist-hip ratio sex,1
size BMI-adjusted waist-hip,1
breast size BMI-adjusted,1
measurement breast size,1
height measurement breast,1
facial height measurement,1
infection facial height,1
virus infection facial,1
cardiomyopathy Epstein-Barr virus,1
hypertrophic cardiomyopathy Epstein-Barr,1
measurement hypertrophic cardiomyopathy,1
function measurement hypertrophic,1
depression cognitive function,1
unipolar depression cognitive,1
function measurement unipolar,1
executive function measurement,1
calcification longitudinal BMI,1
longitudinal BMI measurement,1
BMI measurement hip,1
Granulomatosis Polyangiitis chronic,1
hypothyroidism IGA glomerulonephritis,1
asthma hypothyroidism IGA,1
paralysis childhood onset,1
periodic paralysis childhood,1
Thyrotoxic periodic paralysis,1
cirrhosis Thyrotoxic periodic,1
biliary cirrhosis Thyrotoxic,1
Polyangiitis chronic hepatitis,1
disease Granulomatosis Polyangiitis,1
mineral density Encodes,1
Graves disease Granulomatosis,1
collagen Diseases Otospondylomegaepiphyseal,1
fibillar collagen Diseases,1
minor fibillar collagen,1
collagen minor fibillar,1
chains collagen minor,1
Encodes chains collagen,1
density Encodes chains,1
weight total cholesterol,1
waist-hip ratio role,1
waist circumference Encodes,1
calcium excitable cells,1
residues entry calcium,1
acid residues entry,1
amino acid residues,1
basic amino acid,1
pairs basic amino,1
sites pairs basic,1
precursors sites pairs,1
protein precursors sites,1
other protein precursors,1
hormone other protein,1
processing hormone other,1
quality processing hormone,1
sleep quality processing,1
atrophy sleep quality,1
system atrophy sleep,1
multiple system atrophy,1
phenotypes multiple system,1
sound phenotypes multiple,1
perception sound phenotypes,1
entry calcium excitable,1
excitable cells muscle,1
circumference triglyceride measurement,1
cells muscle contraction,1
cardivascular disease appendicular,1
height cardivascular disease,1
body height cardivascular,1
hypertension body height,1
BMI hypertension body,1
pressure BMI hypertension,1
death arterial pressure,1
cell death arterial,1
division cell death,1
cell division cell,1
motility cell division,1
cell motility cell,1
expression cell motility,1
gene expression cell,1
release gene expression,1
neurotransmitter release gene,1
hormone neurotransmitter release,1
contraction hormone neurotransmitter,1
muscle contraction hormone,1
upstream perception sound,1
act upstream perception,1
cytosol act upstream,1
CCDC39 cytosol act,1
disassembly MMP9 up-regulation,1
assembly disassembly MMP9,1
adhesion assembly disassembly,1
migration adhesion assembly,1
regulates migration adhesion,1
measurement regulates migration,1
microbiome measurement regulates,1
disease cholestrol transport,1
kidney disease cholestrol,1
synthesis phenotypes glomerular,1
hormone synthesis phenotypes,1
thyroid hormone synthesis,1
role thyroid hormone,1
lactoperoxidase role thyroid,1
peroxidase lactoperoxidase role,1
thyroid peroxidase lactoperoxidase,1
activity thyroid peroxidase,1
peroxide activity thyroid,1
generates peroxide activity,1
MMP9 up-regulation JNK,1
up-regulation JNK pathway,1
JNK pathway colorectal,1
dynein regulatory compex,1
recruitment CCDC39 cytosol,1
axonemal recruitment CCDC39,1
complexes axonemal recruitment,1
arm complexes axonemal,1
dynein arm complexes,1
inner dynein arm,1
compex inner dynein,1
regulatory compex inner,1
assembly dynein regulatory,1
pathway colorectal tumor,1
measurement assembly dynein,1
hormone measurement assembly,1
thyroid disease thyroid,1
hypothyroidism autoimmune thyroid,1
phenotypes hypothyroidism autoimmune,1
cells phenotypes hypothyroidism,1
tumor cells phenotypes,1
colorectal tumor cells,1
waist circumference triglyceride,1
waist-hip ratio gut,1
ratio role retinoic,1
protein posttranslational modifications,1
molecules substrate protein,1
cell molecules substrate,1
several cell molecules,1
precursor several cell,1
reactions precursor several,1
redox reactions precursor,1
metabolic redox reactions,1
coenzyme metabolic redox,1
BMI coenzyme metabolic,1
ratio BMI coenzyme,1
ratio BMI-adjusted waist-hip,1
pathway phenotypes waist-hip,1
AMP pathway phenotypes,1
Ras-cyclic AMP pathway,1
regulator Ras-cyclic AMP,1
inhibitory regulator Ras-cyclic,1
probable inhibitory regulator,1
ratio probable inhibitory,1
waist-hip ratio probable,1
substrate protein posttranslational,1
posttranslational modifications Diseases,1
ratio gut microbiome,1
modifications Diseases Vertebral,1
Hypermetropia vitamin D,1
cirrhosis Hypermetropia vitamin,1
biliary cirrhosis Hypermetropia,1
erythematosus primary biliary,1
lupus erythematosus primary,1
pemphigoid systemic lupus,1
bullous pemphigoid systemic,1
Phenotypes bullous pemphigoid,1
Syndrome Phenotypes bullous,1
Anomalies Syndrome Phenotypes,1
Vertebral-Cardiac-Renal Anomalies Syndrome,1
Congenital Vertebral-Cardiac-Renal Anomalies,1
Syndrome Congenital Vertebral-Cardiac-Renal,1
Defects Syndrome Congenital,1
Limb Defects Syndrome,1
Renal Limb Defects,1
Cardiac Renal Limb,1
Vertebral Cardiac Renal,1
Diseases Vertebral Cardiac,1
pressure waist-hip ratio,1
blood pressure waist-hip,1
BMI waist circumference,1
pressure BMI waist,1
Phenotypes Hirschsprung disease,1
Congenita Phenotypes Hirschsprung,1
Cutis Congenita Phenotypes,1
Nonsyndromic Aplasia Cutis,1
Congenita Nonsyndromic Aplasia,1
Cutis Congenita Nonsyndromic,1
Diseases Aplasia Cutis,1
protein Diseases Aplasia,1
assembly protein Diseases,1
ribosome assembly protein,1
likely ribosome assembly,1
rate likely ribosome,1
heart rate likely,1
hypertension heart rate,1
treatment-resistant hypertension heart,1
resistance treatment-resistant hypertension,1
insulin resistance treatment-resistant,1
measurement insulin resistance,1
microbiome measurement insulin,1
Hirschsprung disease proto-oncogene,1
disease proto-oncogene tyrosine-protein,1
proto-oncogene tyrosine-protein kinase,1
beta chain antigen-presenting,1
weight systolic blood,1
body weight systolic,1
diabetes triglyceride measurement,1
type diabetes triglyceride,1
molecule phenotypes type,1
MHCII molecule phenotypes,1
antigen-presenting MHCII molecule,1
chain antigen-presenting MHCII,1
measurement beta chain,1
tyrosine-protein kinase receptor,1
palsy measurement beta,1
supranuclear palsy measurement,1
obsolete_progressive supranuclear palsy,1
circumference obsolete_progressive supranuclear,1
hip circumference obsolete_progressive,1
Ret measurement hip,1
receptor Ret measurement,1
kinase receptor Ret,1
circumference generates peroxide,1
hip circumference generates,1
circumference catalyzes proteolysis,1
Alzheimers anemia non-alcoholic,1
measurement late-onset Alzheimers,1
cholesterol measurement late-onset,1
pressure cholesterol measurement,1
blood pressure cholesterol,1
BMI systolic blood,1
cancer BMI systolic,1
oropharynx cancer BMI,1
circumference oropharynx cancer,1
waist circumference oropharynx,1
disease remnant cholesterol,1
Alzheimer disease remnant,1
mass Alzheimer disease,1
lean mass Alzheimer,1
acid measurement Crohn,1
triglyceride measurement fatty,1
mass HDL cholesterol,1
body mass HDL,1
hypothyroidism lean body,1
measurement hypothyroidism lean,1
late-onset Alzheimers anemia,1
anemia non-alcoholic fatty,1
waist circumference catalyzes,1
liver disease thyroid,1
syndrome gut microbiome,1
metabolic syndrome gut,1
cancer metabolic syndrome,1
colorectal cancer metabolic,1
cavity cancer colorectal,1
neoplasm oral cavity,1
liver neoplasm oral,1
osteoporosis liver neoplasm,1
pressure osteoporosis liver,1
blood pressure osteoporosis,1
liver diastolic blood,1
cirrhosis liver diastolic,1
measurement cirrhosis liver,1
lipoprotein measurement cirrhosis,1
circumference lipoprotein measurement,1
waist circumference lipoprotein,1
disease waist circumference,1
artery disease waist,1
hormone measurement coronary,1
cholesterol measurement hypothyroidism,1
disease LDL cholesterol,1
celiac disease LDL,1
disease celiac disease,1
differentiation phenotypes coronary,1
adipocyte differentiation phenotypes,1
role adipocyte differentiation,1
MLXIPL/ChREBP role adipocyte,1
upstream MLXIPL/ChREBP role,1
metabolism upstream MLXIPL/ChREBP,1
liver metabolism upstream,1
A liver metabolism,1
vitamin A liver,1
metabolism vitamin A,1
role metabolism vitamin,1
"all-trans-13,14-dihydroretinol role metabolism",1
"all-trans-retinol all-trans-13,14-dihydroretinol role",1
"saturation all-trans-retinol all-trans-13,14-dihydroretinol",1
measurement saturation all-trans-retinol,1
microbiome measurement saturation,1
Polyposis role plasmalemma,1
Myh-Associated Polyposis role,1
rate measurement hexameric,1
phenotypes coronary artery,1
artery disease myocardial,1
disease myocardial infarction,1
endocytic route APCs,1
bowel disease celiac,1
thyroid disease ulcerative,1
arthritis autoimmune thyroid,1
rhematoid arthritis autoimmune,1
diabetes rhematoid arthritis,1
type diabetes rhematoid,1
APCs phenotypes type,1
route APCs phenotypes,1
access endocytic route,1
myocardial infarction body,1
antigens access endocytic,1
peptides antigens access,1
binds peptides antigens,1
measurement binds peptides,1
triglyceride measurement binds,1
weight triglyceride measurement,1
body weight triglyceride,1
infarction body weight,1
microbiome measurement waist-hip,1
waist-hip ratio hypertension,1
ratio hypertension arterial,1
microbiome measurement heart,1
pressure heart function,1
blood pressure heart,1
complex diastolic blood,1
QRS complex diastolic,1
height QRS complex,1
body height QRS,1
pressure body height,1
duration appendicular lean,1
P duration appendicular,1
duration P duration,1
QRS duration P,1
fibrilation QRS duration,1
atrial fibrilation QRS,1
interval atrial fibrilation,1
formation phenotypes PR,1
pattern formation phenotypes,1
limb pattern formation,1
development limb pattern,1
heart development limb,1
function measurement BMI-adjusted,1
hip circumference hypertension,1
circumference hypertension cardiac,1
mediates transport high,1
diabetes BMI-adjusted waist,1
type diabetes BMI-adjusted,1
triglyceride measurement type,1
mass waist-hip ratio,1
lean mass waist-hip,1
affinity phenotypes appendicular,1
high affinity phenotypes,1
transport high affinity,1
BMI mediates transport,1
hypertension cardiac arrhythmia,1
calcification BMI mediates,1
artery calcification BMI,1
interval colorectal cancer,1
QT interval colorectal,1
circumference QT interval,1
waist circumference QT,1
arrhythmia BMI-adjusted waist,1
cardiac arrhythmia BMI-adjusted,1
measurement heart development,1
pheotypes gut microbiome,1
hypertension arterial stiffness,1
gene pheotypes gut,1
ratio body key,1
test waist-hip ratio,1
tolerance test waist-hip,1
glucose tolerance test,1
pressure glucose tolerance,1
arterial pressure glucose,1
BMI mean arterial,1
height BMI mean,1
aortic measurement body,1
mass aortic measurement,1
lean mass aortic,1
diabetes appendicular lean,1
type diabetes appendicular,1
release phenotypes type,1
