words,counts
collagen major collagen,1
IX collagen major,1
build alpha chains,1
plaque build alpha,1
measurement carotid plaque,1
proteins multiple structural,1
multiple structural domains,1
structural domains Phenotypes,1
domains Phenotypes type,1
transducer encodes centrosomal,1
signal transducer encodes,1
cellular signal transducer,1
nuerons cellular signal,1
subfamily nuerons cellular,1
family subfamily nuerons,1
tenascin family subfamily,1
gene tenascin family,1
Encodes gene tenascin,1
measurement Encodes gene,1
content measurement Encodes,1
mineral content measurement,1
bone mineral content,1
mellitus bone mineral,1
diabetes mellitus bone,1
glucose measurement carotid,1
family member Phenotypes,1
system copper transport,1
complex large complex,1
electrons NADH Phenotypes,1
subunits electrons NADH,1
mitochondrial subunits electrons,1
nuclear mitochondrial subunits,1
least nuclear mitochondrial,1
complex least nuclear,1
large complex least,1
oxidoreductase complex large,1
IF family member,1
ubiquinone oxidoreductase complex,1
NADH ubiquinone oxidoreductase,1
subunit NADH ubiquinone,1
kDa subunit NADH,1
homeostasis kDa subunit,1
transport homeostasis kDa,1
copper transport homeostasis,1
NADH Phenotypes BMI-adjusted,1
fat distribution encodes,1
distribution encodes Golgi,1
encodes Golgi protein,1
filament IF family,1
intermediate filament IF,1
protein intermediate filament,1
diabetes Encodes protein,1
resposnse Phenotypes type,1
progression resposnse Phenotypes,1
cancer progression resposnse,1
role cancer progression,1
family role cancer,1
ppGalNAc-Ts family role,1
N-acetylgalactosaminyltransferase ppGalNAc-Ts family,1
polypeptide N-acetylgalactosaminyltransferase ppGalNAc-Ts,1
member polypeptide N-acetylgalactosaminyltransferase,1
protein member polypeptide,1
Golgi protein member,1
lipoprotein cholesterole measurement,1
density lipoprotein cholesterole,1
phenotypes low density,1
endoplasmic reticulum stimulation,1
phenotypes body weight,1
pressure protein gene,1
blood pressure protein,1
"1,4,5-triphosphate phenotypes triglyceride",1
"inositol 1,4,5-triphosphate phenotypes",1
"stimulation inositol 1,4,5-triphosphate",1
reticulum stimulation inositol,1
release endoplasmic reticulum,1
oxidative DNA damage,1
calcium release endoplasmic,1
channel calcium release,1
intracellular channel calcium,1
BMI intracellular channel,1
height BMI intracellular,1
repair phenotypes body,1
damage repair phenotypes,1
body weight actin,1
weight actin filament,1
actin filament binding,1
filament binding activity,1
membrane microtubule-binding protein,1
plasma membrane microtubule-binding,1
erythrocyte plasma membrane,1
superstucture erythrocyte plasma,1
cytoskeletal superstucture erythrocyte,1
actin cytoskeletal superstucture,1
associates actin cytoskeletal,1
BMI associates actin,1
measurement BMI associates,1
acid measurement BMI,1
cholesterol measurement fatty,1
activity phenotypes HDL,1
motor activity phenotypes,1
activity microfilament motor,1
binding activity microfilament,1
DNA damage repair,1
measurement oxidative DNA,1
protein ciliogenesis phenotypes,1
translocation specific phopholipids,1
waist-hip ratio lipoprotein,1
phenotypes measurement HDL,1
ATP phenotypes measurement,1
extracellular/lumenal leaflet membrane,1
cytoplasmic extracellular/lumenal leaflet,1
phopholipids cytoplasmic extracellular/lumenal,1
membrane phenotypes body,1
circumference translocation specific,1
size measurement oxidative,1
hip circumference translocation,1
measurement birth weight,1
metabolite measurement birth,1
metabolite measurement blood,1
circumference metabolite measurement,1
waist circumference metabolite,1
acids phenotypes BMI-adjusted,1
ratio lipoprotein measurement,1
lipoprotein measurement phospholipid,1
measurement phospholipid measurement,1
phospholipid measurement fatty,1
LDL particle size,1
diabetes LDL particle,1
change measurement type,1
hip circumference HDL,1
lipid measurement BMI-adjusted,1
disease lipid measurement,1
artery disease lipid,1
free cholesterol measurement,1
measurement free cholesterol,1
acid measurement free,1
triglyceride measurement fatty,1
cirucumference cholesterol measurement,1
waist cirucumference cholesterol,1
BMI-adjusted waist cirucumference,1
acid measurement BMI-adjusted,1
microtubule-binding protein ciliogenesis,1
ciliogenesis phenotypes BMI-adjusted,1
inner ear high-affinity,1
sweeteners phenotypes systolic,1
upkeep Phenotypes acute,1
myelin upkeep Phenotypes,1
nerve myelin upkeep,1
peripheral nerve myelin,1
protein peripheral nerve,1
encodes protein peripheral,1
pressure encodes protein,1
synthetic sweeteners phenotypes,1
death caspases E3,1
natural synthetic sweeteners,1
diverse natural synthetic,1
recognizes diverse natural,1
ratio recognizes diverse,1
waist-hip ratio recognizes,1
mass body waist-hip,1
ligase phenotypes appendicular,1
Phenotypes acute myeloid,1
acute myeloid leukemia,1
myeloid leukemia pulse,1
leukemia pulse pressure,1
rate fat body,1
filtration rate fat,1
sclerosis glomerular filtration,1
multiple sclerosis glomerular,1
beta-catenin binding activity,1
Enables beta-catenin binding,1
measurement Enables beta-catenin,1
ester measurement Enables,1
cholesterol ester measurement,1
height cholesterol ester,1
body height cholesterol,1
enables RNA binding,1
measurement enables RNA,1
pressure measurement enables,1
pulse pressure measurement,1
caspases E3 ubiquitin-protein,1
cell death caspases,1
blood pressure calcium-regulated,1
remodeling signal transduction,1
migration phenotypes BMI,1
cell migration phenotypes,1
regulation cell migration,1
circumference regulation cell,1
hip circumference regulation,1
transduction phenotypes systolic,1
signal transduction phenotypes,1
cytoskeletal remodeling signal,1
microvilli cell death,1
susbtrates cytoskeletal remodeling,1
proteolysis susbtrates cytoskeletal,1
limited proteolysis susbtrates,1
thiol-protease limited proteolysis,1
non-lysosomal thiol-protease limited,1
calcium-regulated non-lysosomal thiol-protease,1
pressure calcium-regulated non-lysosomal,1
BMI body hydrolyzes,1
"body hydrolyzes 4,5-biphosphate",1
"hydrolyzes 4,5-biphosphate signaling",1
"4,5-biphosphate signaling molecule",1
bundle microvilli cell,1
core bundle microvilli,1
actin core bundle,1
complex actin core,1
adhesion complex actin,1
intermicrovillar adhesion complex,1
diabetes intermicrovillar adhesion,1
type diabetes intermicrovillar,1
events phenotypes appendicular,1
cellular events phenotypes,1
modulates cellular events,1
thereby modulates cellular,1
"1,4,5-triphosphate thereby modulates",1
"molecule 1,4,5-triphosphate thereby",1
"signaling molecule 1,4,5-triphosphate",1
ear high-affinity sodium-independent,1
membranes inner ear,1
mass Crohn disease,1
dehydratase activity phenotypes,1
cytoplasm secretory vesicles,1
serotonin cytoplasm secretory,1
such serotonin cytoplasm,1
monoamines such serotonin,1
biogenic monoamines such,1
transport biogenic monoamines,1
BMI transport biogenic,1
threonine dehydratase activity,1
drugs toxicants endogenous,1
dehydratase threonine dehydratase,1
serine dehydratase threonine,1
low serine dehydratase,1
membranes low serine,1
cell membranes low,1
compounds cell membranes,1
endogenous compounds cell,1
secretory vesicles neuroendocrine,1
vesicles neuroendocrine endocrine,1
neuroendocrine endocrine cells,1
endocrine cells phenotypes,1
lipid measurement type,1
measurement lipid measurement,1
cholesterol measurement lipid,1
measurement cholesterol measurement,1
cholesterol measurement cholesterol,1
syndrome LDL cholesterol,1
metabolic syndrome LDL,1
measurement metabolic syndrome,1
size measurement metabolic,1
cholesterol particle size,1
LDL cholesterol particle,1
acid measurement LDL,1
size measurement fatty,1
lipoprotein particle size,1
density lipoprotein particle,1
toxicants endogenous compounds,1
many drugs toxicants,1
microbiome measurement hydrolysis,1
weight BMI appendicular,1
tolerance test BMI-adjusted,1
diabetes glucose tolerance,1
birth weight type,1
circumference birth weight,1
hip circumference birth,1
mass glucose measurement,1
lean mass glucose,1
colon phenotypes type,1
substrates many drugs,1
stomach colon phenotypes,1
ear stomach colon,1
inner ear stomach,1
heart inner ear,1
tissues heart inner,1
number tissues heart,1
role number tissues,1
test BMI-adjusted waist-hip,1
waist-hip ratio healthy,1
ratio healthy obesity,1
healthy obesity body,1
various substrates many,1
transport various substrates,1
active transport various,1
ATP active transport,1
binds ATP active,1
cells binds ATP,1
epithelial cells binds,1
hemidesmosome epithelial cells,1
role hemidesmosome epithelial,1
structural role hemidesmosome,1
critical structural role,1
measurement critical structural,1
composition measurement critical,1
body composition measurement,1
obesity body composition,1
pressure body height,1
measurement hydrolysis ATP,1
acellular membranes inner,1
forms water-specific channel,1
proximal tubules high,1
cells proximal tubules,1
red cells proximal,1
membranes red cells,1
plasma membranes red,1
channel plasma membranes,1
water-specific channel plasma,1
BMI forms water-specific,1
copper-binding glycoprotein ferroxidase,1
pressure BMI forms,1
diastolid blood pressure,1
pressure diastolid blood,1
blood pressure diastolid,1
zinc ion binding,1
activity zinc ion,1
ferroxidase activity zinc,1
tubules high permeability,1
high permeability water,1
permeability water thereby,1
water thereby water,1
specific acellular membranes,1
glycoprotein specific acellular,1
measurement glycoprotein specific,1
triacylglycerol measurement glycoprotein,1
height triacylglycerol measurement,1
body height triacylglycerol,1
platelets phenotypes body,1
laminin platelets phenotypes,1
receptor laminin platelets,1
measurement receptor laminin,1
triglyceride measurement receptor,1
osmotic gradient phenotypes,1
direction osmotic gradient,1
water direction osmotic,1
thereby water direction,1
glycoprotein ferroxidase activity,1
BMI copper-binding glycoprotein,1
hydrolysis ATP transport,1
pressure coronary artery,1
GTPase-activating protein ADP,1
measurement GTPase-activating protein,1
triglyceride measurement GTPase-activating,1
gene phenotypes triglyceride,1
calcification protein gene,1
artery calcification protein,1
coronary artery calcification,1
blood pressure coronary,1
pressure BMI copper-binding,1
diabetes measurement diastolic,1
drugs diabetes measurement,1
circumference drugs diabetes,1
waist circumference drugs,1
calcium phenotypes type,1
transport calcium phenotypes,1
ATP transport calcium,1
protein ADP ribosylation,1
ADP ribosylation factor,1
ribosylation factor family,1
factor family phenotypes,1
matric components phenotypes,1
extracellular matric components,1
other extracellular matric,1
formation attachment migration,1
nail formation attachment,1
hair nail formation,1
role hair nail,1
central role hair,1
height central role,1
body height central,1
glutamate phenotypes body,1
GPCR glutamate phenotypes,1
pressure GPCR glutamate,1
blood pressure GPCR,1
family phenotypes systolic,1
body mass Crohn,1
Crohn disease Ischemic,1
family phenotypes low,1
III transferrin pore-forming,1
phenotypes anorexia nervosa,1
channel phenotypes anorexia,1
calcium channel phenotypes,1
voltage calcium channel,1
subunit voltage calcium,1
alpha subunit voltage,1
transferrin pore-forming alpha,1
Fe III transferrin,1
protein metalloprotein most,1
transferrin Fe III,1
II transferrin Fe,1
Fe II transferrin,1
peroxidation Fe II,1
plasma peroxidation Fe,1
copper plasma peroxidation,1
most copper plasma,1
anorexia nervosa Encodes,1
nervosa Encodes protein,1
Encodes protein fork,1
protein fork head,1
phenotypes glucose homeostasis,1
superfamily phenotypes glucose,1
myosin superfamily phenotypes,1
member myosin superfamily,1
encodes member myosin,1
elements Phenotypes body,1
promoter elements Phenotypes,1
cellular promoter elements,1
viral cellular promoter,1
regulation viral cellular,1
domain regulation viral,1
binding domain regulation,1
DNA binding domain,1
head DNA binding,1
fork head DNA,1
metalloprotein most copper,1
encodes protein metalloprotein,1
homeostasis measurement glucose,1
proteins members helicase,1
genes chromatin structure,1
certain genes chromatin,1
transcription certain genes,1
activities transcription certain,1
ATPase activities transcription,1
helicase ATPase activities,1
members helicase ATPase,1
family proteins members,1
circumference encodes protein,1
SWI/SNF family proteins,1
member SWI/SNF family,1
gene member SWI/SNF,1
receptor gene member,1
RET receptor gene,1
activation RET receptor,1
autophosphorylation activation RET,1
chromatin structure genes,1
structure genes Phenotypes,1
genes Phenotypes body,1
mass index comparitive,1
percentage BMI-adjusted waist-hip,1
fat percentage BMI-adjusted,1
measurment body height,1
cholesterol measurment body,1
HDL cholesterol measurment,1
class phenotypes triglyceride,1
complex class phenotypes,1
histocompatability complex class,1
major histocompatability complex,1
antigen-presenting major histocompatability,1
self-reported antigen-presenting major,1
size self-reported antigen-presenting,1
body size self-reported,1
comparitive body size,1
index comparitive body,1
glucose homeostasis measurement,1
measurement glucose effectiveness,1
adhesion GDNF-induced autophosphorylation,1
channels odorant signals,1
phosphorylation S6K1 EIF4EBP1,1
stimulated phosphorylation S6K1,1
growth-factor stimulated phosphorylation,1
nutrient-mediated growth-factor stimulated,1
inhibits nutrient-mediated growth-factor,1
signals inhibits nutrient-mediated,1
odorant signals inhibits,1
membrane channels odorant,1
DLL1 cell-fate determination,1
nucleotide-gated membrane channels,1
cyclic nucleotide-gated membrane,1
vertebrate cyclic nucleotide-gated,1
subunit vertebrate cyclic,1
modulatory subunit vertebrate,1
measurement modulatory subunit,1
triglyceride measurement modulatory,1
S6K1 EIF4EBP1 negatively,1
EIF4EBP1 negatively mTORC1,1
negatively mTORC1 signaling,1
mTORC1 signaling phenotypes,1
ferrodoxin family phenotypes,1
member ferrodoxin family,1
encodes member ferrodoxin,1
psoriasis encodes member,1
Phenotypes psoriasis encodes,1
splicesome Phenotypes psoriasis,1
splicing splicesome Phenotypes,1
mRNA splicing splicesome,1
alternative mRNA splicing,1
reguation alternative mRNA,1
disease reguation alternative,1
cardiovascular disease reguation,1
ratio BMI BMI-adjusted,1
weight body waist-hip,1
signaling phenotypes systolic,1
determination phenotypes body,1
JAG2 DLL1 cell-fate,1
glucose effectiveness measurement,1
body mass gut,1
member type II,1
encodes member type,1
body encodes member,1
pressure body encodes,1
tumorigenesis phenotypes type,1
role tumorigenesis phenotypes,1
measurement role tumorigenesis,1
nucelotides phenotypes fat,1
JAG1 JAG2 DLL1,1
adenine nucelotides phenotypes,1
phosphorylation adenine nucelotides,1
reversible phosphorylation adenine,1
phosphotransferase reversible phosphorylation,1
encodes phosphotransferase reversible,1
measurement encodes phosphotransferase,1
effectiveness measurement encodes,1
type II transmembrane,1
II transmembrane serine,1
transmembrane serine protease,1
serine protease class,1
bound JAG1 JAG2,1
membrane bound JAG1,1
recpetor membrane bound,1
functions recpetor membrane,1
diabetes functions recpetor,1
activating protein phenotypes,1
RAL-GTPase activating protein,1
subunit RAL-GTPase activating,1
major subunit RAL-GTPase,1
measurement major subunit,1
microbiome measurement major,1
superfamily phenotypes gut,1
trypsin superfamily phenotypes,1
class trypsin superfamily,1
protease class trypsin,1
GDNF-induced autophosphorylation activation,1
cell adhesion GDNF-induced,1
disease Ischemic stroke,1
subunit RNA polymerase,1
small ribosomal RNAs,1
transfer small ribosomal,1
responsible transfer small,1
polymerase responsible transfer,1
III polymerase responsible,1
polymerase III polymerase,1
RNA polymerase III,1
largest subunit RNA,1
density hemoglobin measurement,1
second largest subunit,1
hematocrit second largest,1
count hematocrit second,1
monocyte count hematocrit,1
volume monocyte count,1
platelet volume monocyte,1
measurement mean platelet,1
ribosomal RNAs eukaryotes,1
RNAs eukaryotes Phenotypes,1
eukaryotes Phenotypes chronotype,1
Phenotypes chronotype measurement,1
systems evidence also,1
neurologic systems evidence,1
functions neurologic systems,1
primarily functions neurologic,1
Gene primarily functions,1
amines Gene primarily,1
trace amines Gene,1
activate trace amines,1
receptor activate trace,1
coupled receptor activate,1
G-protein coupled receptor,1
Encodes G-protein coupled,1
measurement Encodes G-protein,1
testosterone measurement Encodes,1
chronotype measurement testosterone,1
hemoglobin measurement mean,1
mineral density hemoglobin,1
also blood cell,1
family phenotypes triglyceride,1
waist circumference receptor,1
pressure waist circumference,1
blood pressure waist,1
circumference low density,1
hip circumference low,1
waist-hip circumference BMI-adjusted,1
BMI-adjusted waist-hip circumference,1
homeobox family phenotypes,1
peptides Phenotypes bone,1
TALE/PBX homeobox family,1
member TALE/PBX homeobox,1
expressed member TALE/PBX,1
ubiquitously expressed member,1
encodes ubiquitously expressed,1
disease encodes ubiquitously,1
artery disease encodes,1
circumference receptor binding,1
binding activity animal,1
activity animal organ,1
animal organ morphogenesis,1
transit peptides Phenotypes,1
mitochondrial transit peptides,1
post-cleavage mitochondrial transit,1
metalloprotease post-cleavage mitochondrial,1
ATP-dependent metalloprotease post-cleavage,1
encodes ATP-dependent metalloprotease,1
BMI encodes ATP-dependent,1
GTP binding activity,1
enables GTP binding,1
development enables GTP,1
tissue development enables,1
development tissue development,1
projection development tissue,1
morphogenesis projection development,1
organ morphogenesis projection,1
evidence also blood,1
blood cell immunologic,1
membranes role cell,1
effector alpha1-adrenergic signaling,1
factor activity enzyme,1
transcription factor activity,1
DNA-binding transcription factor,1
enables DNA-binding transcription,1
height enables DNA-binding,1
signaling phenotypes body,1
alpha1-adrenergic signaling phenotypes,1
regulator effector alpha1-adrenergic,1
homology domain Phenotypes,1
cardiac regulator effector,1
factor cardiac regulator,1
transcription factor cardiac,1
sclerosis transcription factor,1
multiple sclerosis transcription,1
circumference multiple sclerosis,1
waist circumference multiple,1
activity enzyme binding,1
enzyme binding activity,1
binding activity transcription,1
activity transcription cis-regulatory,1
basement membranes role,1
components basement membranes,1
proteins components basement,1
family proteins components,1
member family proteins,1
Alzheimers disease encodes,1
circumference late-onset Alzheimers,1
waist circumference late-onset,1
boy mass BMI-adjusted,1
lean boy mass,1
weight lean boy,1
body weight lean,1
region binding activity,1
cis-regulatory region binding,1
transcription cis-regulatory region,1
domain Phenotypes body,1
pleckstrin homology domain,1
cell immunologic functions,1
Phenotypes Immature Reticulocyte,1
GTP-binding protein RAS,1
small GTP-binding protein,1
encodes small GTP-binding,1
Measurement encodes small,1
Fraction Measurement encodes,1
Reticulocyte Fraction Measurement,1
Immature Reticulocyte Fraction,1
activity Phenotypes Immature,1
N-terminal pleckstrin homology,1
metal ion binding,1
activity metal ion,1
diphosphatase activity metal,1
UDP-sugar diphosphatase activity,1
Enables UDP-sugar diphosphatase,1
functions Enables UDP-sugar,1
immunologic functions Enables,1
protein RAS superfamily,1
RAS superfamily functions,1
superfamily functions ARF,1
functions ARF phenotypes,1
proteins N-terminal pleckstrin,1
DOCK proteins N-terminal,1
subfamily DOCK proteins,1
D subfamily DOCK,1
Zizimin D subfamily,1
belongs Zizimin D,1
family belongs Zizimin,1
protein family belongs,1
cytokinesis protein family,1
dedicator cytokinesis protein,1
member dedicator cytokinesis,1
encodes member dedicator,1
index cardiovascular disease,1
mass index cardiovascular,1
ARF phenotypes BMI-adjusted,1
circumference body alpha-mannosidase,1
diabetes body cytoskeletal,1
component membrane phenotypes,1
plasma membrane comparments,1
ion-conducting channels plasma,1
opening ion-conducting channels,1
participates opening ion-conducting,1
circumference participates opening,1
hip circumference participates,1
cholestrol measurement HDL,1
LDL cholestrol measurement,1
phenotypes LDL cholestrol,1
assembly phenotypes LDL,1
subunit assembly phenotypes,1
ribosomal subunit assembly,1
processing ribosomal subunit,1
pre-rRNA processing ribosomal,1
circumference pre-rRNA processing,1
waist circumference pre-rRNA,1
channels plasma membrane,1
membrane comparments relative,1
fluid homeostasis phenotypes,1
comparments relative filaments,1
measurement beta-2 measurement,1
IGF-1 measurement beta-2,1
measurement IGF-1 measurement,1
protein measurement IGF-1,1
Phenotypes blood protein,1
complex Phenotypes blood,1
channel complex Phenotypes,1
calcium channel complex,1
voltage-dependent calcium channel,1
protein voltage-dependent calcium,1
Encodes protein voltage-dependent,1
circumference BMI-adjsuted waist-hip,1
hip circumference BMI-adjsuted,1
filaments phenotypes triglyceride,1
relative filaments phenotypes,1
homeostasis phenotypes waist-hip,1
transport fluid homeostasis,1
suppressor squamous cell,1
idiopathic scoliosis schizophrenia,1
catabolic process Phenotypes,1
phosphate catabolic process,1
process phosphate catabolic,1
metabolic process phosphate,1
carbohydrate metabolic process,1
mass carbohydrate metabolic,1
lean mass carbohydrate,1
development cell-binding protein,1
vessel development cell-binding,1
blood vessel development,1
normal blood vessel,1
regulator normal blood,1
improtant regulator normal,1
BMI improtant regulator,1
pressure BMI improtant,1
process Phenotypes adolescent,1
scoliosis schizophrenia Encodes,1
water transport fluid,1
schizophrenia Encodes secreted,1
ion water transport,1
epithelial ion water,1
regulation epithelial ion,1
role regulation epithelial,1
important role regulation,1
density body height,1
disease bone mineral,1
Parkinson disease bone,1
matrix Phenotypes Parkinson,1
extracellular matrix Phenotypes,1
functions extracellular matrix,1
important functions extracellular,1
protein important functions,1
secreted protein important,1
Encodes secreted protein,1
beta-2 measurement Phenotypes,1
measurement Phenotypes lipid,1
Phenotypes lipid measurement,1
digestion phenotypes diastolic,1
stage carbohydrate digestion,1
final stage carbohydrate,1
role final stage,1
important role final,1
pore-forming activity phenotypes,1
chains pore-forming activity,1
heavy chains pore-forming,1
II myosin heavy,1
class II myosin,1
mass waist circumference,1
lean mass waist,1
microbiome measurement calcium,1
cholestrol measurement gut,1
circumference HDL cholestrol,1
quality transcriptional regulation,1
carbohydrate digestion phenotypes,1
blood pressure produces,1
lipid measurement blood,1
pressure produces force,1
leukocytes potential suppressor,1
polymorphonuclear leukocytes potential,1
system polymorphonuclear leukocytes,1
defense system polymorphonuclear,1
host defense system,1
part host defense,1
body part host,1
mass body part,1
melanosomes phenotypes appendicular,1
cytosine melanosomes phenotypes,1
import cytosine melanosomes,1
transporter import cytosine,1
measurement transporter import,1
microbiome measurement transporter,1
microtubules phenotypes BMI,1
sleep quality transcriptional,1
atrophy sleep quality,1
system atrophy sleep,1
multiple system atrophy,1
activity fertilization spermatid,1
binding activity fertilization,1
benzodiazepine receptor binding,1
circumference benzodiazepine receptor,1
waist circumference benzodiazepine,1
collagen Phenotypes waist-hip,1
production collagen Phenotypes,1
factor production collagen,1
rate-limiting factor production,1
proline rate-limiting factor,1
recycling proline rate-limiting,1
role recycling proline,1
important role recycling,1
measurement important role,1
metabolite measurement important,1
fertilization spermatid development,1
spermatid development Phenotypes,1
development Phenotypes inflammatory,1
hamartin cytosol act,1
phenotypes multiple system,1
sound phenotypes multiple,1
perception sound phenotypes,1
upstream perception sound,1
act upstream perception,1
cytosol act upstream,1
protein hamartin cytosol,1
bowel disease tumor,1
inhibitory protein hamartin,1
growth inhibitory protein,1
gene growth inhibitory,1
suppressor gene growth,1
tumor suppressor gene,1
disease tumor suppressor,1
muscle phenotypes appendicular,1
skeletal muscle phenotypes,1
currents skeletal muscle,1
Encodes member unconventional,1
cytoplasm muscle phenotypes,1
reticulum cytoplasm muscle,1
diabetes calcium channel,1
type diabetes calcium,1
rRNA phenotypes systolic,1
SSU rRNA phenotypes,1
processing SSU rRNA,1
nucleolar processing SSU,1
body nucleolar processing,1
measurement body nucleolar,1
ratio LDL cholesterol,1
waist-hip ratio LDL,1
membranes BMI-adjusted waist-hip,1
basement membranes BMI-adjusted,1
collagen major structural,1
muscle phenotypes gut,1
member unconventional myosin,1
albumin measurement Encodes,1
unconventional myosin protein,1
Phenotypes serum albumin,1
initiation Phenotypes serum,1
transcription initiation Phenotypes,1
functions transcription initiation,1
II functions transcription,1
polymerase II functions,1
associates RNA polymerase,1
isoform associates RNA,1
nuclear isoform associates,1
motors nuclear isoform,1
molecular motors nuclear,1
actin-based molecular motors,1
family actin-based molecular,1
protein family actin-based,1
myosin protein family,1
IV collagen major,1
measurement type IV,1
distribution HDL cholesterol,1
fat distribution HDL,1
ATP-dependent RNA helicase,1
activity ATP-dependent RNA,1
activator activity ATP-dependent,1
GTPase activator activity,1
ratio GTPase activator,1
waist-hip ratio GTPase,1
height total cholesterol,1
body height total,1
superfamily phenotypes body,1
dehydrogenase superfamily phenotypes,1
aldehyde dehydrogenase superfamily,1
member aldehyde dehydrogenase,1
encodes member aldehyde,1
glycine phenotypes body,1
degradation glycine phenotypes,1
RNA helicase spermatogenesis,1
helicase spermatogenesis transposable,1
spermatogenesis transposable elements,1
protein hyaluroan other,1
circumference BMI body,1
phenotypes BMI-adjsuted waist-hip,1
proteins phenotypes BMI-adjsuted,1
matrix proteins phenotypes,1
other matrix proteins,1
hyaluroan other matrix,1
serum protein hyaluroan,1
transposable elements mobilization,1
hyaluronan serum protein,1
carrier hyaluronan serum,1
measurement carrier hyaluronan,1
cholesterol measurement carrier,1
mobilization phenotypes BMI,1
elements mobilization phenotypes,1
serum albumin measurement,1
gene family encodes,1
calcium currents skeletal,1
waist-hip ratio key,1
present red cells,1
not present red,1
form not present,1
H form not,1
tissues H form,1
most tissues H,1
forms most tissues,1
exist forms most,1
gene exist forms,1
forms gene exist,1
measurement forms gene,1
brain measurement forms,1
methylation brain measurement,1
DNA methylation brain,1
Phenotypes DNA methylation,1
red cells Phenotypes,1
ratio key component,1
family encodes second,1
key component assembly,1
L-type calcium currents,1
rise L-type calcium,1
channel rise L-type,1
calcium channel rise,1
voltage-gated calcium channel,1
subuit voltage-gated calcium,1
alpha-1S subuit voltage-gated,1
pore-forming alpha-1S subuit,1
ratio pore-forming alpha-1S,1
waist-hip ratio pore-forming,1
muscles phenotypes diastolic,1
vertebrate muscles phenotypes,1
functioning vertebrate muscles,1
assembly functioning vertebrate,1
component assembly functioning,1
domain Phenotypes DNA,1
plexin-transcription-factor domain Phenotypes,1
immunoglobulin-like plexin-transcription-factor domain,1
copies immunoglobulin-like plexin-transcription-factor,1
ratio BMI produces,1
pathway phenotypes waist-hip,1
AMP pathway phenotypes,1
Ras-cyclic AMP pathway,1
regulator Ras-cyclic AMP,1
inhibitory regulator Ras-cyclic,1
probable inhibitory regulator,1
distribution probable inhibitory,1
fat distribution probable,1
pressure body fat,1
L-threonine phenotypes systolic,1
pathway L-threonine phenotypes,1
enzyme pathway L-threonine,1
second enzyme pathway,1
encodes second enzyme,1
BMI produces force,1
microtubules phenotypes waist,1
waist circumference essential,1
phenotypes BMI single,1
multiple copies immunoglobulin-like,1
domain multiple copies,1
TM domain multiple,1
transmembrane TM domain,1
single transmembrane TM,1
BMI single transmembrane,1
GlcCer phenotypes BMI,1
circumference essential embryonic,1
ATP GlcCer phenotypes,1
hydrolysis ATP GlcCer,1
development hydrolysis ATP,1
kidney development hydrolysis,1
embryonic kidney development,1
essential embryonic kidney,1
potential suppressor squamous,1
squamous cell carcinomas,1
motility integral component,1
functions phospholipase selective,1
blood pressure functions,1
cGMP phenotypes body,1
cAMP cGMP phenotypes,1
concentration cAMP cGMP,1
intracellular concentration cAMP,1
transduction intracellular concentration,1
signal transduction intracellular,1
role signal transduction,1
plays role signal,1
measurement body plays,1
microsomes phenotypes LDL,1
P450 microsomes phenotypes,1
NADP P450 microsomes,1
transfer NADP P450,1
electron transfer NADP,1
pressure functions phospholipase,1
phospholipase selective phosphatidylcholine,1
pressure enzyme electron,1
selective phosphatidylcholine phenotypes,1
protease domain phenotypes,1
calpain-like protease domain,1
repeats calpain-like protease,1
zinc-finger-like repeats calpain-like,1
protein zinc-finger-like repeats,1
encodes protein zinc-finger-like,1
body encodes protein,1
circumference body encodes,1
synthetase phenotypes diastolic,1
aminoacyl-tRNA synthetase phenotypes,1
mitochondrial aminoacyl-tRNA synthetase,1
encodes mitochondrial aminoacyl-tRNA,1
BMI encodes mitochondrial,1
ratio BMI encodes,1
phosphatidylcholine phenotypes waist-hip,1
enzyme electron transfer,1
blood pressure enzyme,1
cell carcinomas phenotypes,1
binds PIP2 beta,1
body mass binds,1
measurement appendicular lean,1
cholesterol measurement appendicular,1
hemodesmosomes phenotypes body,1
desmosomes hemodesmosomes phenotypes,1
filaments desmosomes hemodesmosomes,1
anchors filaments desmosomes,1
microfilaments anchors filaments,1
microtubules microfilaments anchors,1
filaments microtubules microfilaments,1
intermediate filaments microtubules,1
interlinks intermediate filaments,1
pressure interlinks intermediate,1
blood pressure interlinks,1
ATP phenotypes diastolic,1
mass binds PIP2,1
PIP2 beta chain,1
conjugates phenotypes BMI-adjusted,1
beta chain antigen-presenting,1
retinal-phosphatidulethanolamine conjugates phenotypes,1
transport retinal-phosphatidulethanolamine conjugates,1
manner transport retinal-phosphatidulethanolamine,1
ATP-dependent manner transport,1
catalyzes ATP-dependent manner,1
ratio catalyzes ATP-dependent,1
waist-hip ratio catalyzes,1
BMI waist circumference,1
pressure BMI waist,1
hip circumference appendicular,1
triglyceride measurement LDL,1
molecule phenotypes type,1
MHCII molecule phenotypes,1
antigen-presenting MHCII molecule,1
chain antigen-presenting MHCII,1
domain phenotypes body,1
weight BMI BMI-adjusted,1
circumference forms network,1
fatty acids intergral,1
transport long-chain fatty,1
family transport long-chain,1
specificity ATP-dependent transporter,1
substrate specificity ATP-dependent,1
broad substrate specificity,1
diabetes broad substrate,1
type diabetes broad,1
proteins phenotypes type,1
ataxia-linked proteins phenotypes,1
other ataxia-linked proteins,1
processign other ataxia-linked,1
